,loaninterestrate,loanoriginalbalance,loanpaymentcount,debtratio,rbl
13012,5.75,15000.0,60,0.0652,1
6108,15.5,17993.83,72,0.2293,4
11696,5.25,5000.0,24,0.2364,1
20959,10.0,16801.0,60,0.3459,3
14721,4.25,22285.0,60,0.5194,2
10440,9.25,3764.77,24,0.2828,3
18810,6.75,10000.0,0,0.633,1
1569,6.0,20000.0,60,0.6587,1
20779,9.75,12000.0,60,0.3916,3
15544,6.75,500.0,0,0.2909,2
14396,6.75,30000.0,0,0.2651,1
6413,4.0,9836.98,36,0.1876,2
20383,2.75,19477.35,60,0.4334,1
8876,6.5,21000.0,72,0.4945,2
7869,4.75,32000.0,60,0.4119,2
16160,6.25,14415.6,36,0.1074,2
4108,9.5,1000.0,12,0.2388,3
7997,9.5,3000.0,12,0.2157,3
330,7.75,14208.13,60,0.3968,2
18869,5.75,6000.0,48,0.3023,2
6812,9.25,2000.0,12,0.3214,3
2589,4.5,28999.86,84,0.1593,1
5567,10.0,3500.0,24,0.3399,3
7614,10.75,13800.0,60,0.2046,3
14064,6.75,5000.0,0,0.0603,3
16421,7.0,10000.0,48,0.1681,2
8846,3.5,33000.0,60,0.5316,1
16464,7.0,5000.0,48,0.2094,2
14171,9.75,7000.0,36,0.4069,3
12923,15.0,11309.44,48,0.2786,4
6095,4.0,49916.35,84,0.3554,1
6333,10.75,4172.5,48,0.3834,3
16435,6.0,10000.0,48,0.1147,1
14326,6.75,15000.0,0,0.3378,3
20621,6.75,8000.0,0,0.548,1
11259,3.25,29200.25,60,0.578,1
17361,10.0,5000.0,48,0.2707,4
6529,8.25,12811.05,60,0.497,2
8379,8.75,20300.0,180,0.3964,1
2538,6.0,18959.72,60,0.5528,1
15219,6.75,30000.0,60,0.4251,1
17659,6.75,6000.0,36,0.1678,2
8847,6.75,15000.0,0,0.4292,1
16770,5.75,10000.0,36,0.484,1
3956,7.5,7906.39,36,0.3542,2
3695,6.0,14146.9,60,0.6295,1
15027,9.0,30655.52,72,0.2932,3
14351,8.0,14574.49,60,0.1093,2
8119,9.0,22000.0,60,0.4882,3
12667,5.75,12000.0,36,0.5951,1
8943,8.5,15000.0,60,0.3562,3
8491,6.25,4000.0,36,0.2869,1
12930,7.75,8198.74,60,0.1759,2
9062,14.25,4000.0,24,0.2222,4
2528,3.75,35617.48,60,0.2307,1
1331,4.0,44614.68,84,0.7373,1
3147,9.75,4000.0,24,0.3227,3
10830,6.75,4500.0,0,0.4359,3
3594,10.5,4808.12,36,0.4277,3
16143,6.75,10000.0,0,0.4197,1
14361,5.75,6500.0,36,0.3139,1
9329,9.25,2600.0,18,0.0819,3
8323,6.0,25000.0,60,0.6063,1
4022,10.25,5228.84,36,0.2469,3
6231,3.5,31932.97,60,0.393,1
3252,6.0,10000.0,60,0.3072,1
21918,7.25,11620.0,60,0.3585,2
7980,10.25,5000.0,36,0.3593,3
1507,6.75,8500.0,0,0.5942,1
6210,6.0,30000.0,60,0.2727,1
19173,5.5,21333.2,84,0.5676,1
21175,14.7,12677.66,60,0.319,4
7489,6.25,7700.0,48,0.0593,1
12276,10.25,33817.19,60,0.167,3
4652,5.5,38743.44,60,0.4913,1
18105,3.25,28500.0,60,0.5382,1
20587,6.75,12000.0,0,0.3717,1
1929,14.75,13521.98,60,0.1319,4
1709,6.0,26500.0,60,0.4014,1
4808,16.0,3423.99,24,0.3614,5
11360,7.75,10000.0,60,0.1036,2
18871,2.25,10000.0,36,0.0447,1
8081,7.25,8000.0,36,0.22,2
1272,7.0,40474.48,84,0.1444,3
22101,4.5,26016.02,60,0.4196,1
14855,7.75,20000.0,60,0.4497,2
22381,6.75,25000.0,0,0.2851,1
22146,6.75,5000.0,0,0.377,2
1157,10.25,9817.8,60,0.5036,3
13599,6.75,15000.0,0,0.3245,1
9911,13.75,8655.13,60,0.3075,4
10122,6.75,55405.04,60,0.596,1
13822,5.25,3000.0,24,0.5848,1
14784,6.75,7000.0,0,0.2104,3
12955,7.25,30000.0,72,0.5386,1
9117,7.25,30000.0,72,0.2656,1
7688,6.25,5000.0,48,0.2059,1
6181,7.0,22289.52,60,0.4461,1
20815,4.5,20000.0,60,0.4554,1
20996,4.5,15000.0,60,0.2182,1
16214,5.75,30000.0,60,0.5881,1
15063,16.75,8850.36,60,0.4827,5
15929,6.75,5000.0,36,0.2886,2
5593,8.25,25172.77,60,0.3819,2
18275,14.0,16254.18,60,0.3758,4
6061,10.75,41096.0,60,0.2093,3
12738,15.25,1310.4,24,0.4216,5
16760,7.75,15000.0,60,0.3339,2
16352,6.75,23900.0,60,0.1609,1
586,7.0,10050.0,60,0.2517,2
7086,6.0,20000.0,60,0.2207,1
19523,3.0,15670.0,60,0.2063,1
2728,8.25,12131.99,60,0.2539,2
10220,6.75,30000.0,0,0.3607,2
2492,6.0,7843.53,30,0.1411,1
257,6.75,15000.0,0,0.1534,2
4136,6.0,9084.55,36,0.4171,1
14200,5.75,11459.82,60,0.3708,1
21991,13.0,500.0,0,0.504,1
1903,13.0,5000.0,0,0.4957,1
17694,6.75,1000.0,0,0.0222,3
19034,6.75,15000.0,0,0.4837,1
6652,6.0,15000.0,60,1.2973,1
10148,5.75,14000.0,60,0.5483,1
19741,6.75,6000.0,0,0.4477,1
10708,10.0,8030.24,48,0.1658,3
17291,4.0,18096.69,60,0.2268,2
5806,6.25,10000.0,60,0.2466,1
6908,8.25,22509.06,60,0.2275,2
2072,6.75,5000.0,24,0.3268,2
701,4.5,12565.44,60,0.4569,3
4923,7.5,20000.0,48,0.1175,2
7228,6.75,2600.0,24,0.1862,2
6618,6.75,3000.0,60,0.8288,1
10128,7.75,45837.02,60,0.3584,2
1662,6.0,20000.0,60,0.4544,1
12028,2.5,14368.71,36,0.2265,1
5367,3.25,21284.46,36,0.3433,1
19059,3.5,21940.11,72,0.2533,1
8542,6.75,6000.0,0,0.2042,3
14437,5.75,5000.0,36,0.3652,1
2997,6.25,8000.0,36,0.1256,1
12142,13.0,1000.0,0,0.5115,1
6682,7.0,30000.0,60,0.413,1
91,6.75,5000.0,0,0.4604,2
3681,3.75,33072.27,72,0.1039,1
16326,5.75,11000.0,60,0.4465,1
347,4.5,26413.2,60,0.1633,1
2579,6.0,32660.75,60,0.3846,1
20423,9.75,15000.0,48,0.2268,3
6897,8.5,19805.78,60,0.319,2
1898,3.5,13568.11,48,0.4072,1
692,6.25,8500.0,60,0.4208,1
10583,6.25,3200.0,24,0.5787,2
11715,14.25,3000.0,24,0.1944,4
12493,6.25,7000.0,48,0.1951,1
2084,15.5,4000.0,36,0.2084,4
6153,5.5,30000.0,60,0.252,1
10060,6.0,12555.01,48,0.4774,1
2054,6.25,3000.0,36,0.3819,1
2770,8.25,21773.72,60,0.4589,2
5837,7.5,30000.0,72,0.2227,1
6381,4.25,29572.25,82,0.2182,1
7674,5.5,5000.0,24,0.4573,1
16626,10.25,12671.66,60,0.3529,3
21629,13.0,500.0,0,0.5459,4
9321,6.75,17500.0,60,0.1669,1
20355,2.5,13527.02,48,0.3614,1
12112,9.75,10000.0,36,0.4073,3
21942,7.25,26500.0,60,0.3798,2
19164,6.75,5000.0,0,0.3725,3
11888,15.75,25000.0,60,0.2927,4
7633,5.25,1500.0,12,0.1323,1
10023,10.5,22910.46,60,0.4426,3
21970,10.25,13853.01,60,0.2941,3
19822,3.0,25563.06,60,0.3477,1
12774,6.75,20000.0,0,0.5458,3
20750,6.5,9218.25,48,0.1411,2
10909,10.0,7295.29,48,0.3094,3
11596,6.5,2000.0,24,0.4021,2
11907,14.75,5000.0,36,0.347,4
6973,6.0,15000.0,60,0.4483,1
10254,5.75,15000.0,60,1.1498,1
16253,4.25,9000.0,60,0.444,2
15007,5.75,5000.0,36,0.408,1
2242,3.75,21099.44,53,0.2116,1
16334,6.75,24080.31,60,0.5098,1
564,6.25,3000.0,12,0.2949,2
3190,4.5,33918.49,71,0.4413,1
9507,6.5,3392.24,18,0.1898,2
12261,6.75,7000.0,60,0.4026,1
9825,7.25,26478.0,72,0.2333,1
3145,5.5,14167.9,24,0.6814,1
9100,6.75,15000.0,0,0.2373,1
15695,5.75,12000.0,60,0.051,1
5013,6.75,1000.0,0,0.3345,5
20476,6.75,5000.0,0,0.3992,1
11290,9.25,5000.0,24,0.2571,3
1181,15.0,4164.6,24,0.5799,4
200,6.75,4000.0,24,0.3352,2
1518,4.0,22426.5,60,0.1175,1
16156,6.75,10000.0,0,0.3269,1
1384,6.0,20000.0,60,0.2565,1
2768,8.25,7700.0,60,0.6232,2
21948,6.25,22700.0,60,0.4231,1
10211,6.0,10000.0,60,0.2238,1
17749,10.0,5640.4,48,0.1725,3
9124,3.25,13123.72,48,0.7488,1
436,15.75,21567.36,60,0.4358,4
2707,8.25,30000.0,60,0.4128,2
1794,6.75,15000.0,0,0.5,1
12348,6.25,3944.0,24,0.2112,2
21543,4.5,23000.0,60,0.3898,1
1441,7.5,15000.0,48,0.2118,2
2310,8.0,15995.85,60,0.3371,3
14373,6.75,4597.57,36,0.0873,2
6430,13.0,5000.0,60,0.2457,2
13519,5.75,12000.0,60,0.3908,1
17065,5.75,10000.0,60,0.4908,1
17081,14.75,5000.0,36,0.3882,4
15816,6.75,11911.0,36,0.3364,2
4191,6.0,12000.0,60,0.257,1
8503,5.5,40628.26,60,0.5075,1
230,14.75,8000.0,36,0.4002,4
14224,6.25,4300.57,48,0.2096,1
5183,6.25,6000.0,48,0.5364,1
722,15.5,1700.0,24,0.3914,5
5237,5.5,5000.0,24,0.6723,1
13595,2.5,15862.72,36,0.1851,1
13071,8.0,18627.94,60,0.2137,2
7554,6.0,10000.0,60,0.371,1
6861,6.0,18000.0,60,0.5922,1
10066,9.25,2000.0,24,0.3631,3
13805,7.75,20000.0,60,0.2878,2
6042,10.5,10665.8,48,0.0908,3
6864,10.5,6862.82,36,0.0957,3
6755,3.75,18887.3,53,0.5456,1
19205,2.75,50505.36,60,0.3897,1
22017,6.75,18000.0,0,0.296,1
9945,15.25,2000.0,24,0.3234,5
6748,15.7,11594.55,54,0.4054,4
12959,10.0,11000.0,48,0.341,3
3298,10.5,13960.49,48,0.3476,3
9065,6.75,3000.0,0,0.1629,3
19765,2.75,27189.75,60,0.2976,1
6184,15.5,3000.0,12,0.3087,5
14388,4.25,12630.0,60,0.1171,2
21253,10.5,6647.0,60,0.3941,1
1746,7.0,19977.62,60,0.4395,1
10959,10.25,15062.54,60,0.2984,3
19166,10.0,10000.0,60,0.2512,3
17862,14.75,14000.0,60,0.3821,5
2121,3.0,3000.0,24,0.7479,1
13190,6.75,16500.0,36,0.3622,2
12513,6.0,14133.71,60,0.691,1
19470,14.45,11684.0,48,0.424,4
9230,5.75,14574.84,60,1.9732,1
4226,6.0,30000.0,60,0.2801,1
4380,7.0,13467.09,60,0.7559,1
21140,6.5,8732.44,48,0.1936,3
16320,5.75,3000.0,36,0.5227,1
10953,6.75,5000.0,0,0.3113,2
14547,10.5,9140.83,60,0.2933,3
51,10.5,15500.0,60,0.1833,3
17987,3.0,8000.0,60,0.2758,1
8194,6.0,18000.0,60,0.3492,1
798,8.5,20000.0,60,0.4683,2
10428,7.0,24590.1,84,0.5826,1
16984,6.75,20000.0,0,0.4495,2
12458,5.25,28523.72,72,0.3487,2
21732,6.75,25000.0,0,0.3446,1
10968,5.75,10787.17,60,0.0909,1
15735,5.75,10000.0,60,0.2979,1
5041,8.25,37181.0,60,0.4247,2
19576,6.75,12000.0,0,0.3134,3
2593,8.5,14500.0,60,0.1372,2
11371,6.75,2000.0,0,0.1143,3
15677,7.75,31913.06,60,0.3681,2
14135,7.5,27100.0,72,0.1172,1
17301,3.25,19798.0,60,0.2754,1
13569,7.75,19533.49,60,0.4969,2
15061,10.25,7500.0,60,0.4132,3
2960,3.5,7000.0,48,0.3041,1
19591,4.5,24662.89,60,0.3608,1
7508,7.5,21000.0,72,0.4984,1
17788,7.25,20000.0,60,0.2698,2
7819,6.0,15000.0,60,0.4052,1
5630,10.5,15500.0,48,0.307,3
13263,3.25,32000.0,60,0.3378,1
16810,17.0,15881.41,60,0.3026,5
11045,6.75,10000.0,36,0.3966,2
6353,7.0,10000.0,60,0.5288,1
9997,5.75,15000.0,60,0.3251,1
568,10.25,6050.0,48,0.3224,3
5285,7.0,3000.0,24,0.5198,2
10670,10.25,15000.0,60,0.2429,3
4524,8.25,10000.0,60,0.4051,2
12097,6.75,14752.91,60,0.3772,1
218,8.25,20000.0,72,0.431,2
8665,6.75,10000.0,0,0.0791,4
3688,6.0,30000.0,60,0.4657,1
2855,14.75,13908.61,60,0.2086,4
2431,6.0,5000.0,36,0.1438,1
14908,6.75,2000.0,0,0.2521,0
3602,6.75,6196.8,24,0.1836,2
9503,3.5,27196.99,60,0.1348,1
16974,3.75,21047.16,72,0.3653,1
12421,7.75,9000.0,60,0.5435,2
14933,7.25,10000.0,60,0.2789,2
11639,7.75,26000.0,60,0.2479,2
1417,6.25,6000.0,48,0.3684,1
15368,6.25,5000.0,24,0.6391,2
5421,15.0,3000.0,24,0.4185,4
13204,6.5,5546.0,24,0.349,2
19299,6.75,11366.47,48,0.3898,2
2049,3.75,7354.5,48,0.1739,1
1382,6.25,17600.0,60,0.275,1
12751,7.0,12000.0,48,0.3877,2
8566,9.25,1500.0,12,0.2004,3
853,6.0,15000.0,60,1.1173,1
1809,6.25,23473.48,60,0.3478,1
8308,6.75,15000.0,0,0.3857,2
3835,6.75,6000.0,24,0.0846,2
1640,2.75,18348.16,48,0.326,1
10523,4.25,21944.51,72,0.3454,1
16675,6.0,10000.0,60,0.4559,1
18268,15.75,5000.0,36,0.2609,5
10117,4.5,18351.82,48,0.2064,2
8801,6.0,15000.0,48,0.4827,1
11447,3.0,9742.83,48,0.6303,1
15520,7.0,8097.7,60,0.6468,1
21451,3.25,10497.15,60,0.3639,1
1321,14.75,13770.01,60,0.2353,4
4043,13.3,14930.41,60,0.2425,5
13583,4.75,6500.0,0,0.3931,1
10697,6.75,25000.0,0,0.5605,1
19104,6.5,25648.73,72,0.2795,2
10864,5.75,19000.0,60,0.2534,1
15854,7.75,17300.0,60,0.4624,2
16728,6.0,3000.0,48,0.2649,1
12796,6.5,5000.0,24,0.475,2
11101,7.25,46431.44,72,0.5092,1
16116,5.75,20000.0,60,0.148,1
6152,14.0,32498.53,72,0.1718,4
7659,6.25,10000.0,60,0.2245,1
22054,6.5,19282.74,60,0.3502,1
18372,15.0,10768.58,48,0.1866,4
4225,6.0,5000.0,25,0.4793,1
8997,7.25,30000.0,72,0.3777,1
19646,10.0,11906.28,60,0.351,3
10292,3.75,14000.0,60,0.4551,1
8181,7.25,14596.32,60,0.4114,1
14626,6.75,18769.0,60,0.4772,3
13481,14.75,35425.4,53,0.405,5
6067,6.0,10000.0,60,0.302,1
21803,6.75,2500.0,0,0.0777,4
18310,15.25,13118.58,60,0.2578,4
9021,8.75,3000.0,12,0.4223,3
19477,5.75,5812.86,48,0.861,1
16165,10.25,23402.82,60,0.3447,3
5528,6.75,15000.0,0,0.2773,1
4376,6.75,2000.0,0,0.4683,1
7565,5.75,6000.0,24,0.4038,1
19415,6.75,7700.0,48,0.3784,2
18196,7.0,5000.0,48,0.4016,2
1226,9.25,37627.23,72,0.3823,3
2631,4.0,11579.63,60,0.2498,1
16405,3.0,5638.6,48,0.4276,1
7317,6.75,7206.19,36,0.267,3
11075,6.0,6500.0,36,0.724,1
1204,8.25,13199.33,60,0.4131,2
21021,5.75,8000.0,60,0.2117,2
835,6.25,21530.0,60,0.3079,1
17354,6.75,16657.26,60,0.3119,2
2066,7.0,26000.0,60,0.5405,1
5386,6.75,23000.0,72,0.6325,2
9179,8.5,34049.72,180,0.5954,3
3519,8.25,8600.0,60,0.3242,2
4884,13.0,1000.0,0,0.4904,4
2620,5.25,17358.11,60,0.237,2
12010,3.25,7950.0,48,0.1246,1
17453,4.5,18000.0,60,0.404,2
17420,6.0,27500.0,60,0.4033,1
320,14.0,14624.6,60,0.1603,4
19654,7.0,25000.0,60,0.4222,2
1186,5.75,3390.0,24,0.2375,1
18731,13.0,1000.0,0,0.4084,1
18323,6.75,1000.0,0,0.3169,0
11585,5.75,5000.0,36,0.1596,1
14769,6.75,15000.0,0,0.4359,1
2336,2.49,1500.0,12,0.6343,1
2680,14.75,19000.0,60,0.384,4
10228,14.25,2000.0,24,0.0542,4
4508,5.5,8000.0,60,0.5096,1
11301,9.75,19095.45,36,0.3395,3
15650,9.25,7538.16,24,0.3985,3
6361,7.5,33713.33,72,0.6723,1
11923,10.25,10000.0,60,0.4502,3
8025,15.5,6108.29,36,0.2222,4
3925,9.75,4000.0,24,0.2094,3
13146,11.0,19319.54,60,0.3083,4
11273,3.25,27000.54,55,0.172,1
20308,6.75,3400.0,0,0.4489,1
14854,3.25,30500.0,60,0.3284,1
17093,3.25,21711.8,55,0.3656,1
7780,6.0,11796.66,36,0.356,1
18930,5.25,34000.0,84,0.5511,1
12150,3.75,17737.0,36,0.5719,2
22249,3.25,25000.0,60,0.3518,1
20448,4.5,17788.78,60,0.3958,1
669,7.75,9993.69,60,0.4898,2
931,6.0,10000.0,60,0.2159,1
1117,14.7,11583.0,48,0.2003,4
12979,15.75,11783.12,60,0.116,4
14601,6.0,10000.0,36,1.3575,1
8137,7.0,13449.09,60,0.2639,1
18959,15.45,7753.45,48,0.3898,5
6249,5.75,21483.29,72,0.2131,2
11647,5.75,15605.31,36,0.3821,1
16972,10.0,8500.0,48,0.2571,3
7641,6.75,2500.0,0,0.0133,0
19019,4.5,10000.0,60,0.4632,1
16037,7.75,26073.31,60,0.2924,2
19702,6.75,6500.0,48,0.3611,2
18007,3.25,14289.0,60,0.448,1
1609,6.25,30000.0,60,0.3557,1
9801,6.0,20000.0,60,0.153,1
18750,10.5,13000.0,60,0.5185,3
3830,7.0,5000.0,24,0.4046,2
960,10.0,10000.0,60,0.3593,3
14810,5.75,15000.0,60,0.6407,1
2035,6.75,9960.47,24,0.8229,2
5821,14.5,2000.0,12,0.3441,4
3826,6.0,29802.0,60,0.5212,1
21352,4.0,26042.71,84,0.4594,2
8105,13.0,1000.0,0,0.401,2
8816,3.25,15000.0,48,1.0647,1
2867,6.0,4000.0,36,0.3578,1
20498,6.75,15000.0,0,0.5154,1
3821,6.75,3000.0,18,0.2954,2
6363,8.5,13000.0,60,0.1803,2
14500,3.75,21990.75,54,0.2514,2
13361,15.0,5500.0,48,0.4455,4
17000,6.75,10000.0,0,0.3375,3
1187,6.0,11000.0,36,0.3511,1
2414,3.75,16158.37,60,0.7267,1
303,7.5,5000.0,36,0.5009,2
4381,7.25,5000.0,36,0.4888,2
5464,8.25,12000.0,60,0.3724,2
3289,8.0,11000.0,60,0.2852,3
7014,14.5,2394.33,12,0.0832,4
1503,6.75,1000.0,12,0.4078,2
18841,4.5,20000.0,60,0.553,1
1064,6.75,2000.0,0,0.3903,3
252,10.25,20938.65,60,0.5241,3
1140,3.75,26300.0,65,0.3335,1
609,9.25,2700.0,24,0.1334,3
46,15.25,2216.0,24,0.2076,5
15357,6.25,8000.0,48,0.2497,1
1737,13.0,500.0,0,0.6232,3
2423,14.5,10211.17,12,0.3201,4
10528,5.75,23000.0,60,0.481,1
2729,6.0,34370.0,60,0.5854,1
7195,8.5,40259.74,60,0.4112,2
18298,6.75,24261.65,72,0.7861,1
17607,4.5,30000.0,60,0.3058,1
1651,7.25,13000.0,60,0.3444,1
5707,10.75,11133.35,60,0.1971,3
11387,6.0,3500.0,36,0.1616,1
2752,8.25,9918.79,60,0.5119,2
1644,5.5,9000.0,24,0.3948,1
10920,4.0,29722.3,72,0.1531,2
12799,8.0,18000.0,60,0.2195,2
20829,13.0,1000.0,0,0.1046,1
11243,6.0,11762.48,60,0.0723,1
10412,6.75,25000.0,0,0.4228,1
16277,6.5,23205.0,60,0.3044,1
7169,6.75,10000.0,0,0.3586,2
12488,7.75,28486.39,60,0.1395,2
10840,6.75,10000.0,60,0.2578,1
16697,7.0,13820.59,36,0.5062,2
10178,6.0,18000.0,60,0.1081,1
6128,6.0,30000.0,60,0.5883,1
12741,6.75,5000.0,0,0.2597,3
3262,5.5,20000.0,24,0.2689,1
5356,4.5,28000.0,72,0.3153,1
20538,6.75,3000.0,0,0.0453,2
3391,7.5,15000.0,48,0.0835,2
21947,10.0,8000.0,48,0.2378,3
3018,10.75,10865.0,60,0.1436,4
17587,6.75,10000.0,0,0.4304,3
19246,6.75,2000.0,0,0.3237,1
2374,6.0,26224.68,36,0.4699,1
10267,3.5,16053.39,58,0.4182,1
15738,7.75,21300.0,60,0.3731,2
10590,6.75,15000.0,0,0.1767,1
2168,15.5,5000.0,36,0.2766,4
1922,2.49,11108.73,12,0.2446,1
4709,6.75,30000.0,0,0.1133,1
3698,7.5,42354.01,72,0.2028,1
3354,17.5,67016.11,60,0.4167,5
8335,9.25,4000.0,12,0.345,3
2298,3.25,13312.92,36,0.8133,1
11942,5.75,13585.17,60,0.2176,1
22092,13.0,1000.0,0,0.3015,5
13723,6.0,5000.0,36,0.9966,1
55,15.25,5000.0,48,0.3544,4
2775,6.0,12402.26,36,0.5039,1
9564,6.75,5800.0,36,0.3634,2
1678,7.25,20000.0,36,0.3526,2
18545,10.25,10000.0,48,0.3463,3
2798,3.0,8847.12,24,0.4682,1
4202,16.75,9800.0,48,0.163,5
20862,6.75,7000.0,0,0.5157,2
289,14.75,7853.0,60,0.1489,4
14522,9.25,6393.67,24,0.3735,3
21921,10.25,13000.0,60,0.5357,3
3972,16.1,14691.07,60,0.454,5
6277,4.5,20611.18,46,0.3583,2
15861,6.75,25000.0,60,0.5629,1
7851,4.25,52318.62,84,0.5843,1
4639,7.25,13730.0,60,0.3398,1
7631,7.5,20000.0,72,0.0742,1
18921,7.0,19278.27,60,0.2504,3
20267,6.0,11000.0,60,0.1779,2
10588,6.75,15000.0,0,0.366,1
11205,13.0,1000.0,0,0.435,3
1251,16.0,5000.0,48,0.2904,4
1927,14.75,11691.67,60,0.1468,4
4838,6.75,30000.0,0,0.3067,1
21413,5.25,32000.0,84,0.3357,1
20877,5.75,23874.32,60,0.1715,2
19187,5.5,6747.87,36,0.406,1
9471,6.75,9900.0,0,0.4497,1
15215,6.0,6000.0,48,0.478,1
804,5.75,15000.0,36,0.2751,1
18561,4.5,22086.82,60,0.3679,1
8803,7.75,14922.12,60,0.4055,2
1450,6.75,10000.0,0,0.0707,2
2786,6.75,15000.0,60,0.2283,1
19685,3.0,11131.76,60,1.755,1
20580,6.75,15000.0,0,0.4067,1
14074,2.5,10000.0,36,0.1909,1
1421,5.5,3000.0,24,0.8033,1
6898,5.5,5000.0,24,0.7166,1
2849,14.5,500.0,6,0.0586,4
10225,10.25,21100.0,60,0.4185,3
8598,16.5,5000.0,36,0.3096,5
7432,13.0,1000.0,0,0.2613,3
6012,6.0,7000.0,36,6.0088,1
8972,6.75,5000.0,0,0.1917,2
3310,2.49,2500.0,12,0.1311,1
10385,6.75,3000.0,0,0.3143,0
14684,14.25,1500.0,24,0.3487,4
11284,7.75,21518.02,60,0.3547,2
18344,7.0,5919.57,48,0.3347,2
17296,10.25,15000.0,60,0.1658,3
5149,4.75,18500.0,46,0.1377,2
8792,5.25,6000.0,12,0.3017,1
2125,6.75,10000.0,0,0.2483,1
9613,7.75,25000.0,60,0.28,2
4129,6.25,15000.0,60,0.2746,1
13110,6.75,9995.8,0,0.3451,1
16397,6.75,3000.0,36,0.6031,2
327,5.75,32892.93,60,0.1268,1
1508,5.0,36980.79,72,0.5548,2
1039,7.75,18500.0,60,0.2655,2
14958,5.75,12400.0,60,0.4775,1
9571,6.0,15000.0,36,0.4628,1
14686,8.0,25000.0,60,0.1709,2
12607,2.75,6000.0,36,0.4775,1
539,4.5,10000.0,60,0.5162,1
12396,6.75,15000.0,0,0.2748,1
9731,10.75,42000.0,72,0.2702,3
3219,12.1,19366.48,66,0.4297,4
21409,15.25,17819.6,60,0.41,4
12303,7.75,34000.0,60,0.3699,2
18187,6.75,5000.0,0,0.3951,1
13133,15.0,4991.02,48,0.47,4
14234,16.75,24791.48,60,0.3423,5
20553,4.5,13300.0,60,0.3981,1
2386,3.0,9000.0,36,0.1596,1
15129,15.75,22506.57,60,0.4796,4
2418,6.0,6000.0,36,0.177,1
611,5.75,22710.97,60,0.2479,1
946,16.75,14629.01,60,0.2021,5
3432,7.5,13171.58,48,0.2731,2
10135,7.75,20000.0,60,0.1676,2
5191,6.75,20000.0,0,0.4195,1
22300,6.75,3000.0,0,0.3012,1
126,7.25,30000.0,72,0.2589,1
8223,16.5,17500.0,60,0.2348,4
8973,10.25,5000.0,48,0.2275,3
6418,7.75,14656.97,60,0.174,3
17342,7.5,25000.0,72,0.2146,2
2837,6.75,1000.0,0,0.2747,0
11601,15.0,6500.0,48,0.3344,4
10024,6.75,15000.0,0,0.4451,2
17981,6.75,2000.0,0,0.3022,2
7956,6.75,3000.0,0,0.3853,2
15474,11.0,20000.0,72,0.24,3
15876,6.0,43249.0,60,0.458,1
12691,7.75,7500.0,60,0.5418,2
13416,5.75,15923.34,60,0.2656,1
6043,7.0,25981.25,60,0.4623,1
617,7.75,18000.0,60,0.5556,2
139,10.0,14538.18,48,0.2157,3
10031,17.0,8970.41,60,0.0787,5
10535,10.25,26300.0,60,0.3396,3
2638,7.0,7000.0,24,0.3242,2
16411,10.75,33000.0,72,0.5048,3
6920,13.0,5000.0,0,0.3259,1
3373,8.25,28953.57,60,0.235,2
14665,3.25,23500.0,60,0.4241,1
9682,5.75,20000.0,60,0.1622,1
3528,9.5,4000.0,12,0.3275,3
9933,5.75,16470.25,60,0.3991,1
8865,5.75,5000.0,36,0.4144,1
6997,7.25,14000.0,36,0.336,2
313,5.75,10000.0,60,0.2584,1
7176,3.5,35000.0,60,0.6123,1
12298,13.0,600.0,0,0.566,2
3522,10.25,10000.0,30,0.253,3
22423,4.5,14000.0,60,0.3238,1
20396,4.0,10000.0,60,0.1934,3
3889,2.49,2000.0,12,0.1486,1
2525,3.0,15018.11,36,0.1324,1
5619,9.75,3000.0,24,0.3413,3
9389,15.25,2500.0,24,0.3768,5
1396,3.75,15458.85,48,0.1112,1
13911,5.75,30000.0,60,0.579,1
12662,6.25,6000.0,24,0.3193,2
7340,7.0,13167.46,84,0.5399,2
21919,4.5,15000.0,60,0.3469,2
10771,4.75,5000.0,0,0.3614,3
22247,6.75,20000.0,0,0.5661,1
8089,16.5,15000.0,60,0.2818,4
15562,9.25,2500.0,24,0.0624,3
21425,4.5,26000.0,60,0.2747,1
10507,6.75,5000.0,0,0.2471,1
3798,8.25,25968.4,60,0.4293,2
7112,5.0,6000.0,12,0.2799,1
18876,13.0,500.0,0,0.2701,2
9894,6.75,3000.0,0,0.2685,4
2578,6.5,24500.0,60,0.3446,2
11095,6.75,8500.0,0,0.4499,1
1977,10.5,10751.73,48,0.3428,3
9730,10.25,21628.46,60,0.3918,3
20381,4.5,21077.9,60,0.7176,1
11683,10.25,21783.15,60,0.5213,3
4586,13.0,500.0,0,0.0804,3
20700,12.95,18800.0,60,0.2172,4
7710,5.5,12000.0,24,0.3048,1
21838,4.5,15000.0,60,0.7124,1
1317,16.75,25000.0,60,0.3405,4
12661,5.75,10552.56,36,0.2536,1
1657,6.75,5000.0,24,0.4163,2
14215,14.25,5000.0,24,0.176,4
9181,10.25,10500.0,48,0.2692,3
1253,5.0,2000.0,12,0.2125,1
12184,2.5,11101.78,36,0.6259,1
6442,10.5,21932.0,48,0.2679,3
2280,14.5,3500.0,12,0.2804,4
9436,5.75,6572.91,36,0.1698,1
11784,10.0,6530.69,48,0.1138,3
21411,4.25,13250.0,60,0.3404,2
15510,6.0,6500.0,36,0.253,1
6115,5.75,22531.46,72,0.365,2
14714,7.0,25921.0,60,0.2783,3
18305,6.75,5000.0,0,0.3583,2
