,loanpurposecode,loanapprovalcode,loaninterestrate,loanoriginalbalance,loanpayment,loanpaymentcount,loancreditscore,debtratio,rbl
3606,13,780,4.0,15583.4,287.35,60,762,0.0975,1
10005,25,55,15.25,3500.0,175.99,24,599,0.3499,5
14954,17,1437,13.5,18975.83,599.0,43,627,0.0738,4
1633,13,780,3.75,14000.0,256.42,60,825,0.3183,1
8307,23,780,6.0,10000.0,211.69,60,850,0.6645,1
9126,3,1916,15.25,1873.0,91.49,24,535,0.1225,5
14517,40,1437,6.75,30000.0,504.0,0,699,0.4838,2
7658,13,780,5.0,21747.27,421.04,60,698,0.1204,2
15314,25,1437,14.75,4400.0,160.51,36,605,0.3196,4
13690,40,1176,6.75,5000.0,151.0,0,662,0.3984,3
15986,40,1176,6.75,15000.0,108.0,34,687,0.2393,2
5953,25,780,6.25,10367.18,263.87,48,720,0.2525,1
5906,25,570,8.5,11572.05,237.6,60,713,0.4566,2
22477,8,55,4.5,15000.0,285.6,60,789,0.524,1
21048,14,1017,2.5,18000.0,319.28,60,757,0.7213,1
9542,3,1407,10.0,12000.0,388.78,36,644,0.4298,3
4412,8,1916,7.0,25000.0,426.34,72,838,0.3345,1
15234,2,1437,6.5,3000.0,138.82,24,707,0.1913,2
16065,40,780,6.75,10000.0,312.0,0,744,0.3655,1
4150,25,570,10.0,3500.0,161.66,24,658,0.2761,3
5092,25,780,7.0,5000.0,108.47,60,792,0.3418,1
2745,9999,1437,14.75,17061.54,403.67,60,0,0.1465,4
10253,2,1437,7.0,6000.0,196.29,36,681,0.3302,2
12692,40,780,6.75,15000.0,50.0,0,750,0.4007,1
12772,3,585,11.0,27426.4,630.45,60,631,0.2263,4
20227,25,166,4.5,10000.0,186.7,60,728,0.9706,1
14278,25,1437,7.0,14352.75,370.02,48,682,0.4975,2
2129,3,780,6.25,12500.0,266.59,60,747,0.1277,1
4172,3,1407,7.25,20000.0,656.07,36,701,0.2941,2
14814,13,780,2.5,6000.0,183.61,36,753,0.4433,1
21440,25,1017,4.5,20000.0,372.87,60,808,0.3612,1
13037,3,47,9.75,5000.0,166.3,36,664,0.2651,3
8893,25,780,6.0,17500.0,347.12,60,797,0.3695,1
5961,13,1916,14.5,8704.35,204.82,60,622,0.1443,4
18983,14,1437,2.75,18229.93,332.13,60,811,0.4781,1
10653,25,585,9.25,2500.0,114.93,24,644,0.3653,3
9425,13,585,8.25,23000.0,430.02,72,645,0.1417,3
10341,13,780,3.5,16407.05,328.3,60,733,0.2339,1
20411,13,1017,3.0,17000.0,305.83,60,788,0.2554,1
1112,25,1407,7.75,5000.0,121.39,48,715,0.2668,2
9940,3,780,5.75,30000.0,591.22,60,767,0.387,1
4139,40,780,6.75,8000.0,221.0,0,734,0.4426,1
21903,3,1090,6.25,20000.0,429.83,60,725,0.6136,1
4553,2,1916,6.75,10000.0,451.11,24,704,0.4296,2
21088,3,570,7.0,22809.58,495.3,60,717,0.3113,2
7651,25,780,5.5,5000.0,220.27,24,774,0.6789,1
18691,40,47,6.75,4000.0,50.0,0,0,0.4433,0
7362,25,1437,16.75,7700.0,199.28,60,0,0.1265,4
2139,2,1407,7.0,5000.0,226.1,24,689,0.3267,2
12345,25,1017,16.0,9059.68,221.64,60,0,0.1133,4
4988,2,1437,14.75,1000.0,91.82,12,0,0.1896,4
16269,25,47,6.0,7000.0,176.34,48,738,0.324,1
17984,24,1437,6.0,6000.0,152.19,48,766,0.0688,1
19253,40,780,6.75,10000.0,288.0,0,702,0.4195,2
1951,2,780,2.49,3500.0,295.87,12,791,0.242,1
20285,3,1090,9.75,5000.0,136.69,48,668,0.1661,3
8052,17,1407,7.5,11989.86,263.04,60,652,0.3642,3
1777,25,780,6.0,5000.0,160.29,36,729,0.8296,1
19569,43,570,13.0,500.0,25.0,0,592,0.1587,5
11975,43,1437,13.0,500.0,25.0,0,0,0.3108,0
18537,3,1437,4.5,23423.65,459.73,60,740,0.304,1
10999,3,780,7.75,20000.0,423.25,60,702,0.4203,2
14865,3,55,7.75,20000.0,402.87,60,707,0.4508,2
11902,3,780,5.75,12000.0,385.06,36,721,0.2208,1
15213,25,780,6.0,15000.0,297.06,60,721,0.537,1
9488,3,780,5.75,20000.0,383.96,60,726,0.5875,1
13668,17,1176,3.25,38017.42,719.83,57,803,0.1708,1
1363,25,585,7.25,27047.47,538.56,60,751,0.4805,1
18186,25,47,4.5,28270.67,527.59,60,690,0.5696,2
21599,3,55,7.5,18838.0,407.9,60,717,0.4387,2
5870,25,1916,16.75,9700.0,240.23,60,618,0.3423,4
17121,3,1437,5.75,24640.68,498.64,60,724,0.5143,1
8988,3,9999,8.0,35000.0,709.69,60,707,0.7252,2
4375,25,570,14.5,500.0,59.22,9,0,0.0676,4
4367,13,1462,7.75,12000.0,260.53,60,679,0.5558,3
9687,25,780,5.25,3000.0,131.9,24,744,10.0,1
10519,25,780,10.25,20000.0,468.61,60,664,0.2569,3
13700,25,1176,13.0,3000.0,25.0,0,704,0.3374,2
4823,3,780,6.0,16000.0,339.51,60,723,0.3607,1
1138,2,585,10.5,15000.0,352.27,60,627,0.3301,4
18111,8,1437,5.25,19010.48,309.03,72,734,0.4399,1
943,43,1437,13.0,500.0,25.0,0,0,0.4288,0
7124,25,780,6.0,15000.0,290.42,60,797,0.7899,1
16944,40,1437,6.75,10000.0,113.0,0,719,0.4922,2
3180,25,166,16.5,17000.0,439.6,60,603,0.3688,4
4980,7,1437,9.5,1085.92,96.95,12,668,0.3764,3
18454,3,780,7.25,15000.0,326.8,60,716,0.2967,2
21317,40,585,6.75,8000.0,0.64,0,679,0.2279,1
21498,2,585,7.0,20000.0,348.67,72,748,0.3388,1
21698,3,55,6.75,28000.0,484.81,72,804,0.3013,1
638,3,585,10.0,15000.0,335.46,60,677,0.2916,3
20420,40,1090,6.75,30000.0,50.0,0,729,0.0314,1
17611,25,1437,4.5,10000.0,186.34,60,748,0.1545,1
19127,13,1017,3.0,17000.0,305.73,60,738,0.3724,1
7241,3,55,8.75,50000.0,997.75,72,707,0.4042,2
20916,3,585,4.5,18822.13,385.62,62,764,0.5257,1
22299,40,570,6.75,2500.0,56.0,0,658,0.0971,1
6687,17,1437,4.25,12893.68,299.28,67,731,0.3726,1
16685,3,1437,6.75,7000.0,228.57,36,691,0.1882,2
21094,14,780,2.5,33000.0,363.55,60,830,0.444,1
19423,13,1090,3.0,22335.21,401.7,60,793,0.3316,1
13917,3,570,5.75,39786.51,781.74,60,727,0.3932,1
18106,3,1437,10.5,26420.0,568.24,60,618,0.2554,4
14015,40,1017,6.75,30000.0,848.0,0,697,0.544,2
9204,40,570,6.75,15000.0,50.0,0,742,0.419,1
10376,3,780,7.25,23258.54,400.23,72,725,0.4646,1
13018,3,9999,8.0,30000.0,609.55,60,687,0.9162,2
21150,3,55,5.75,19500.0,374.97,60,733,0.2034,1
7275,25,570,6.75,3000.0,139.56,24,696,0.2805,2
5122,13,780,3.0,15000.0,436.32,36,824,1.3088,1
15846,17,570,3.75,24396.59,458.53,60,701,0.5598,2
9651,3,570,10.25,13158.75,280.56,60,672,0.3514,3
8100,25,1916,10.25,3500.0,119.84,36,643,0.0416,3
2068,3,780,7.0,15000.0,325.05,60,802,0.2703,1
6706,3,585,7.5,7000.0,182.35,48,713,0.224,2
10504,3,55,7.75,18993.7,390.86,60,690,0.2752,2
6901,3,1916,7.5,7000.0,172.98,48,712,0.4834,2
12917,25,780,7.75,25000.0,504.94,60,713,0.528,2
13790,40,1017,6.75,30000.0,50.0,0,815,0.3475,1
3780,2,570,6.75,5500.0,255.65,24,693,0.3279,2
17498,3,1437,5.75,18000.0,346.19,60,787,0.3923,1
2272,3,1407,7.5,9303.44,224.37,48,710,0.327,2
17488,3,585,6.0,11470.69,221.73,60,684,0.3846,2
8446,2,1437,14.5,3396.0,310.51,12,600,0.0698,4
8870,3,1437,8.0,19611.12,416.79,60,714,0.5412,2
14248,25,780,7.75,10000.0,220.49,60,695,0.3617,2
813,25,55,14.25,2000.0,100.0,24,622,0.4083,4
4565,25,1407,7.75,5000.0,121.64,48,712,0.3095,2
9709,3,780,5.75,6000.0,184.76,36,724,0.1129,1
5300,25,780,5.75,4000.0,176.71,24,785,0.5837,1
14932,3,780,5.75,19708.0,378.89,60,745,0.3099,1
1869,2,780,6.25,8200.0,201.62,48,817,0.1662,1
1260,3,780,6.25,10000.0,253.76,48,765,0.4306,1
6907,3,780,6.0,6102.39,185.52,36,732,0.5123,1
18758,13,570,4.0,34328.57,571.16,72,707,0.3866,2
4242,25,1916,15.0,3500.0,220.08,18,0,0.0326,4
8678,13,780,2.75,4500.0,132.4,36,826,0.7419,1
5865,25,166,15.25,2500.0,124.07,24,626,0.1225,4
5339,17,1437,4.5,8977.71,311.71,31,699,0.5342,2
21013,3,570,4.5,18258.27,358.0,60,683,0.3633,2
22095,40,1090,6.75,10000.0,91.0,0,752,0.5666,1
11618,3,780,6.0,26152.61,506.8,60,733,0.4169,1
7199,3,780,7.25,11429.68,354.32,36,692,0.4121,2
13209,8,780,5.75,10000.0,302.7,36,723,0.8334,1
12406,25,780,6.0,6541.04,165.86,48,776,0.1449,1
17831,40,47,6.75,10000.0,65.0,0,738,0.3312,1
17005,25,1437,14.75,3984.15,145.8,36,631,0.0677,4
19501,13,55,7.75,27000.0,471.61,72,648,0.3555,3
7487,25,780,6.25,20000.0,409.8,60,732,0.1964,1
6179,3,780,7.0,16496.08,343.42,60,747,0.5455,1
340,40,1437,6.75,10000.0,325.0,0,631,0.1994,4
9050,25,780,7.0,6000.0,118.77,60,726,0.3349,1
3815,25,585,9.75,3359.32,160.79,24,647,0.3209,3
16010,25,780,5.5,3000.0,132.58,24,748,0.6953,1
3776,3,780,6.0,22565.83,458.51,60,745,0.4145,1
10484,25,55,10.0,16844.8,460.29,48,657,0.3095,3
7896,14,780,3.75,26206.41,432.82,72,779,0.4705,1
11272,25,1437,16.0,18393.0,447.51,60,0,0.0148,4
7089,25,780,7.0,21714.08,451.61,60,760,0.5969,1
14490,13,1437,16.0,7737.74,204.68,60,0,0.0851,4
3321,2,1017,9.25,1000.0,89.65,12,651,0.232,3
22493,40,780,6.75,10000.0,50.0,0,840,0.2571,1
15092,25,1017,10.0,6339.53,204.42,36,647,0.1909,3
8395,3,780,6.25,18000.0,358.12,60,775,0.2132,1
2218,2,780,6.0,15000.0,290.07,60,739,0.8447,1
6744,3,780,7.0,27552.62,545.46,60,752,0.4138,1
1939,25,780,7.0,20000.0,417.13,60,754,0.3841,1
11849,23,780,6.0,5000.0,126.58,48,748,0.1888,1
5817,40,1017,6.75,30000.0,330.0,0,693,0.474,2
10506,25,780,6.0,10000.0,314.16,36,850,0.33,1
8197,25,1407,6.25,1200.0,103.15,12,690,0.3196,2
18047,13,1437,4.25,26340.0,465.1,72,735,0.261,1
7741,40,780,6.75,10000.0,275.0,0,723,0.4215,1
1428,3,585,6.0,20770.17,401.93,60,691,0.5106,1
4354,25,780,6.0,10000.0,193.37,60,733,0.2336,1
883,25,780,6.25,10000.0,199.52,60,741,0.4021,1
9510,25,1407,16.0,8500.0,210.67,60,629,0.1462,4
12864,40,570,6.75,20000.0,50.0,0,785,0.1114,1
21782,3,55,4.5,25000.0,474.76,60,767,0.3777,1
21445,3,585,10.25,20770.71,445.3,60,680,0.5316,3
17326,3,1437,10.5,7855.41,184.44,60,676,0.0617,3
1883,9999,1017,4.25,45995.83,634.08,84,726,0.5131,1
3536,25,570,9.75,3000.0,181.61,18,668,0.4395,3
4078,2,1916,14.75,3000.0,277.76,12,629,0.2471,4
11534,3,1437,14.25,12934.0,646.64,24,634,0.3183,4
10586,25,585,15.25,3000.0,150.45,24,561,0.2777,5
9035,2,780,6.75,8000.0,160.81,60,776,0.5602,1
12753,43,1017,13.0,500.0,25.0,0,732,0.2606,1
9422,40,780,6.75,10000.0,316.0,0,698,0.2312,2
1774,13,570,16.0,9997.38,275.24,60,612,0.3693,5
5775,25,780,6.0,5000.0,154.67,36,762,0.8013,1
18698,43,1437,13.0,1000.0,25.0,0,789,0.1227,1
21553,17,55,3.5,16385.93,326.08,60,733,0.2817,1
6031,3,780,7.25,17683.19,386.85,60,725,0.3568,1
5613,3,585,8.25,25537.5,548.72,60,716,0.4272,2
11227,3,166,6.5,9621.33,481.77,22,695,0.1104,2
7987,23,585,15.0,3500.0,176.29,24,0,0.1898,4
17430,40,55,6.75,10000.0,50.0,0,780,0.4402,1
20944,25,570,9.5,6000.0,160.51,48,661,0.03,3
6054,3,780,6.25,8000.0,192.41,48,824,0.4826,1
2337,9999,1437,2.5,14216.73,410.73,36,788,0.4069,1
14349,25,1437,8.5,24000.0,427.0,72,709,0.316,2
19224,13,1017,13.2,20770.06,476.65,60,0,0.3631,4
11178,3,55,8.25,25428.99,500.17,72,685,0.4022,2
17618,25,1437,7.5,8500.0,173.05,60,689,0.2799,2
10634,25,780,5.75,15000.0,309.24,60,772,0.4352,1
17292,25,585,6.75,19448.54,421.79,60,770,0.4159,1
7992,40,1017,6.75,2000.0,64.0,0,633,0.3685,4
8319,14,166,3.0,89000.0,1599.94,60,773,0.6487,1
9250,3,1916,10.25,22485.18,490.05,60,661,0.328,3
5974,25,780,7.0,21000.0,446.85,60,740,0.0836,1
15280,40,780,6.75,10000.0,152.0,0,796,0.3529,1
19081,3,1437,7.0,47000.0,1018.96,60,674,0.2959,3
3721,40,780,6.75,15000.0,50.0,0,807,0.2196,1
5536,3,1437,10.75,9400.0,222.34,60,653,0.0881,3
9959,3,585,7.25,40000.0,685.74,72,782,0.5205,1
11274,3,1437,16.25,7592.26,230.37,48,570,0.2115,5
14762,3,47,10.5,21497.67,483.17,60,667,0.2707,3
411,17,1437,6.25,8781.1,305.85,33,645,0.3604,3
21399,40,585,6.75,15000.0,453.0,0,693,0.3291,1
7681,2,780,6.25,2000.0,175.02,12,701,0.1543,2
1937,25,1407,7.5,30832.97,592.63,72,824,0.3822,1
20647,7,780,4.5,30000.0,559.63,60,799,0.3278,1
18806,3,47,6.5,33200.0,10140.49,31,725,0.5361,1
16895,40,1017,6.75,10000.0,243.0,0,559,0.1292,5
1230,25,1407,6.75,2500.0,111.57,24,714,0.1262,2
12958,3,780,5.75,30000.0,575.79,60,725,0.2679,1
11001,3,780,5.75,15000.0,288.27,60,743,0.9102,1
8650,25,780,7.0,25295.4,526.95,60,803,0.325,1
4002,3,1437,8.5,14777.4,303.62,60,682,0.2378,2
1096,40,780,6.75,15000.0,422.0,0,728,0.4167,1
1341,25,585,6.25,1500.0,129.99,12,701,0.1005,2
12315,13,780,3.25,7023.35,156.35,48,740,0.1038,1
22059,3,585,6.25,36000.0,766.82,60,820,0.3541,1
14643,43,47,13.0,1000.0,25.0,0,765,0.6573,1
1833,3,780,6.25,3165.33,96.45,36,750,0.4312,1
16412,25,1176,9.75,7500.0,244.04,36,644,0.2696,3
7792,3,1407,7.5,6662.0,160.98,48,709,0.202,2
5820,3,780,7.0,30000.0,608.46,60,744,0.4493,1
2078,25,1017,15.0,2000.0,100.75,24,0,0.0415,4
16831,3,1437,7.75,6275.46,126.22,60,674,0.2626,3
2361,24,1407,16.5,4760.5,178.01,36,582,0.2247,5
16811,25,1437,7.75,6000.0,198.12,48,672,0.3918,3
2597,9999,1437,4.75,36705.17,586.89,72,767,0.5498,1
22434,3,780,4.5,15000.0,294.3,60,800,0.3011,1
3382,3,1916,7.25,4000.0,123.97,36,691,0.3534,2
11625,3,9999,7.75,13087.9,264.85,60,713,0.5711,2
6024,25,780,5.0,8700.0,745.16,12,763,0.5619,1
18250,3,585,10.25,11810.32,265.81,60,629,0.2677,4
7377,25,780,6.25,7000.0,178.16,48,739,0.6944,1
8028,3,780,8.25,19000.0,388.14,60,705,0.3564,2
19312,3,570,7.0,14363.0,312.07,60,714,0.2319,2
1003,3,780,6.0,30000.0,637.08,60,752,0.5251,1
15841,40,570,6.75,5000.0,144.0,0,649,0.171,3
6093,3,1462,8.75,41584.71,767.13,72,703,0.6395,2
1088,3,1437,7.0,29599.31,646.49,60,688,0.4272,2
10628,2,780,6.0,15000.0,296.84,60,786,0.3737,1
16221,25,1437,7.75,20000.0,413.17,60,699,0.3906,2
9474,3,1407,10.5,29874.61,655.32,60,677,0.2434,3
19988,9999,585,3.5,29633.83,461.8,72,826,0.7306,1
8289,7,780,6.25,6000.0,182.95,36,812,0.3835,1
3944,3,1407,15.5,3000.0,277.77,12,598,0.3092,5
14666,2,1176,7.75,15000.0,302.62,60,694,0.5078,2
1103,3,1176,7.75,30576.33,582.79,72,699,0.3287,2
14005,25,780,6.0,5000.0,161.13,36,759,0.5649,1
5027,25,780,6.25,20000.0,481.89,48,749,0.3266,1
20956,3,585,4.5,13985.71,286.36,60,735,0.4463,1
5364,25,780,6.25,15000.0,299.32,60,741,0.8377,1
13021,40,1176,6.75,5876.96,50.0,0,0,0.4233,0
15491,3,47,8.5,18501.25,410.78,60,592,0.6031,5
7814,40,1462,4.75,5000.0,50.0,0,691,0.4446,2
16238,3,55,10.0,9507.0,259.52,48,650,0.2705,3
21495,8,55,5.5,15849.85,289.32,72,686,0.4738,1
2107,9999,1437,8.75,45224.97,765.07,78,659,0.276,3
20576,3,55,6.75,27000.0,541.59,60,694,0.4702,2
6151,9999,1090,5.5,31940.88,521.97,72,709,0.0817,2
5905,25,1017,16.0,2900.0,147.66,24,567,0.19,5
18329,13,1437,3.25,9600.0,174.78,60,779,0.3902,1
14637,3,585,10.75,30097.47,582.31,72,650,0.4387,3
2046,14,1407,3.0,15487.3,334.29,54,699,0.3084,2
21941,23,780,4.5,10000.0,196.56,60,753,0.2084,1
20961,14,47,3.25,32853.91,562.06,72,750,0.0256,1
10612,40,570,6.75,2000.0,51.0,0,641,0.1629,3
1805,2,780,5.75,5000.0,221.31,24,820,0.3383,1
9460,25,780,6.75,26655.92,575.05,60,831,0.3647,1
1310,9999,1916,6.0,25647.68,426.1,72,682,0.2053,2
21946,9999,585,5.5,32797.37,471.16,84,829,0.218,1
3392,25,780,6.0,13560.0,275.46,60,821,0.7721,1
986,3,570,8.0,26028.58,577.6,60,681,0.2933,2
21818,3,570,4.5,21000.0,430.38,60,785,0.4659,1
14178,25,780,7.5,27518.08,489.54,72,781,0.4774,1
1360,25,1916,7.25,4500.0,147.87,36,693,0.4786,2
2231,25,780,6.5,1000.0,86.75,12,710,0.2261,2
5402,13,780,5.0,9000.0,174.15,60,708,0.1792,2
8554,25,780,7.0,11000.0,503.74,24,712,0.398,2
5317,3,1017,10.75,20000.0,454.58,60,671,0.3125,3
7294,3,1916,15.25,6637.6,321.97,24,622,0.2823,4
8020,3,1407,10.75,42285.64,953.27,60,679,0.3458,3
25,25,1916,14.5,2400.0,119.75,24,0,0.3055,4
10873,13,780,3.5,17249.36,313.61,60,721,0.4692,1
10475,3,780,5.75,10000.0,196.72,60,727,0.5266,1
10192,25,780,6.0,6500.0,204.66,36,742,0.3906,1
8483,25,780,6.25,2812.64,247.92,12,697,0.4068,2
9708,3,780,5.75,12000.0,230.05,60,762,0.1727,1
7597,25,1017,9.25,2000.0,175.34,12,672,0.231,3
18506,3,1437,6.25,32000.0,682.24,60,698,0.5087,2
15973,25,780,7.25,20000.0,363.84,72,758,0.307,1
9441,13,166,3.25,8412.46,205.4,47,761,0.4225,1
21008,8,55,4.5,7175.71,136.6,60,720,0.2751,1
10088,17,585,3.5,58788.89,1138.12,56,722,0.2249,1
7166,3,780,6.0,6167.09,187.72,36,787,0.5863,1
14362,25,47,16.0,8000.0,235.51,48,577,0.5881,5
1279,2,780,5.25,3000.0,260.03,12,816,0.2794,1
21339,40,585,6.75,20000.0,50.0,0,809,0.196,1
2207,9999,1437,14.75,10104.3,239.05,60,0,0.1254,4
5369,40,55,6.75,10000.0,325.0,0,712,0.1013,2
12403,25,780,6.75,8000.0,173.01,60,746,0.2005,1
14856,25,1437,7.25,4460.0,107.66,48,709,0.3661,2
15198,3,780,5.75,15000.0,302.62,60,760,0.5151,1
12438,40,570,6.75,25000.0,671.0,0,825,0.5494,1
15935,7,780,7.25,29000.0,496.39,72,772,0.4507,1
19074,3,1437,4.5,20000.0,372.84,60,788,0.4346,1
1646,25,570,10.5,8894.06,293.38,38,655,0.1582,3
14454,3,1090,10.75,39105.01,740.46,72,679,0.4912,3
17907,3,1437,7.0,4357.25,112.54,48,642,0.4683,3
16184,3,780,6.75,15752.72,317.31,60,730,0.1409,1
20803,17,55,3.0,20383.99,433.49,51,794,0.4396,1
2160,3,1462,8.75,56000.0,1004.78,72,716,0.272,2
19575,13,1437,13.2,16006.86,367.8,60,0,0.2043,4
2978,9999,166,4.5,27039.36,376.56,84,828,0.6288,1
18301,25,1437,6.75,20000.0,339.05,72,816,0.6395,1
10674,3,585,7.75,25000.0,528.71,60,701,0.3112,2
20264,40,166,6.75,15000.0,474.0,0,705,0.6397,1
8962,40,1017,6.75,6000.0,50.0,0,763,0.2817,1
8167,3,780,5.5,12700.0,559.28,24,752,0.2306,1
5643,17,166,5.0,19054.27,364.76,59,719,0.2385,2
11409,2,1437,14.25,4000.0,192.74,24,638,0.2042,4
10955,3,55,7.75,12500.0,252.06,60,700,0.1983,2
20718,9999,585,6.25,28333.29,243.18,180,826,0.302,1
15377,3,1437,8.25,22863.15,413.34,72,681,0.1915,2
5880,3,585,16.5,11000.0,277.14,60,619,0.1294,4
17139,40,1437,6.75,15000.0,470.0,0,657,0.1629,3
14487,40,1176,6.75,17000.0,265.0,0,719,0.4932,2
2946,13,1437,7.75,28500.0,589.44,60,667,0.1806,3
2750,25,780,6.0,10000.0,211.99,60,738,0.5099,1
2409,3,1437,16.5,23534.49,632.53,60,600,0.3128,4
3414,2,780,6.0,8000.0,257.95,36,807,0.3643,1
15966,9999,47,4.0,53082.37,830.34,72,779,0.4209,1
1395,3,780,5.25,1473.49,126.31,12,731,1.1918,1
9453,13,1407,4.25,35000.0,552.05,72,758,0.1004,1
9088,3,1916,7.75,15000.0,331.32,60,695,0.1243,2
7864,25,780,8.25,8948.0,191.59,60,711,0.3158,2
1947,25,570,10.75,13000.0,320.04,57,660,0.3046,3
13349,40,47,6.75,5000.0,143.0,0,708,0.7287,2
19090,25,1437,14.45,7000.0,196.02,48,0,0.0992,4
1547,25,1017,10.5,12495.19,321.19,48,662,0.4097,3
13722,13,780,3.25,15000.0,271.57,60,814,0.3949,1
18845,3,1437,15.7,20000.0,506.2,60,590,0.2165,5
14495,43,1437,13.0,2000.0,50.0,0,647,0.1718,3
14529,14,780,4.25,37531.23,572.78,87,810,0.2025,1
18240,3,1017,6.25,7863.64,193.65,48,720,0.4738,1
19816,40,1090,6.75,3000.0,61.0,0,751,0.2687,1
3426,3,780,6.0,13799.61,442.22,36,794,0.6215,1
11441,3,585,10.25,22171.2,475.23,60,677,0.2187,3
16294,25,47,7.75,8000.0,164.8,60,689,0.3478,2
13350,25,780,5.75,20000.0,385.01,60,753,0.5947,1
11353,3,780,6.0,17700.0,446.92,48,773,0.4139,1
1815,3,1916,10.75,17170.86,407.46,60,664,0.3061,3
6581,2,780,5.0,5000.0,430.7,12,777,0.1032,1
11468,40,780,6.75,5000.0,69.0,0,748,0.081,1
18920,3,585,4.5,17000.0,323.49,60,754,0.1946,1
3986,3,1407,10.75,27610.02,627.69,60,661,0.1891,3
15886,3,1437,10.25,20000.0,460.12,60,665,0.3525,3
8179,43,1407,13.0,500.0,25.0,0,607,0.4427,4
8120,13,570,4.0,6250.0,271.58,24,691,0.4609,2
3225,14,1916,5.25,33993.24,552.46,72,697,0.2773,2
22304,3,55,4.5,10000.0,204.81,60,762,0.3763,1
22134,3,570,10.25,12916.24,300.61,60,658,0.1616,3
15358,9999,47,10.25,11848.0,220.46,72,0,0.0951,4
8206,3,1462,10.75,31476.29,695.79,60,644,0.2661,3
20374,3,780,4.5,15800.0,294.01,60,774,0.2071,1
10231,25,585,10.25,5000.0,127.03,48,676,0.3164,3
20895,14,585,2.5,17239.81,330.46,60,779,0.3323,1
12401,3,570,16.0,10000.0,265.13,60,618,0.0669,4
14598,3,780,5.75,8000.0,256.71,36,841,0.3366,1
6017,13,780,3.75,13000.0,238.04,60,777,0.273,1
4774,25,1017,15.0,2000.0,100.76,24,633,0.2859,4
13148,3,1437,10.25,16115.77,376.17,60,662,0.3674,3
4454,9999,1462,14.25,49905.63,942.64,84,639,0.5052,4
7068,40,1916,6.75,7500.0,130.0,0,682,0.4311,2
6423,9999,1090,4.0,42154.98,660.62,72,744,0.2331,1
11121,25,1437,7.75,10408.86,228.53,60,682,0.0902,2
21963,25,341,6.25,25000.0,532.56,60,747,0.2693,1
12761,2,1017,6.5,2250.0,111.16,22,702,0.2827,2
17562,13,1437,7.5,8688.73,218.07,48,602,0.2058,4
22097,23,55,4.5,15000.0,306.42,60,778,0.2317,1
19662,13,780,2.25,5000.0,143.85,36,752,0.3804,1
10677,25,780,7.25,30000.0,576.21,72,730,0.2582,1
16144,3,780,5.75,15000.0,288.32,60,773,0.5056,1
2150,9999,1437,14.75,16912.72,400.22,60,0,0.1852,4
6096,9999,1090,8.75,32500.0,520.67,84,679,0.1709,3
19868,43,1437,13.0,500.0,25.0,0,716,1.4883,2
270,3,1437,16.25,7000.0,212.2,48,594,0.4027,5
16176,3,780,5.75,30000.0,588.68,60,721,0.1813,1
17287,3,1437,7.75,11000.0,225.84,60,705,0.3973,2
16853,13,585,3.25,25269.19,494.6,60,752,0.4558,1
19693,3,570,6.5,22500.0,378.2,72,715,0.4372,2
10516,25,55,15.25,17500.0,590.83,48,633,0.389,4
3245,3,1916,10.5,12842.61,329.19,48,641,0.1887,3
2011,13,780,3.75,14000.0,256.39,60,745,0.1857,1
8338,25,780,7.75,10000.0,247.26,48,700,0.1129,2
21707,3,780,15.25,12289.16,292.54,60,627,0.0831,4
17460,3,585,10.75,29917.07,599.63,72,666,0.3037,3
19761,40,1437,6.75,20000.0,50.0,0,783,0.2431,1
7920,13,780,3.5,15525.19,282.65,60,724,0.6532,1
17982,25,1017,10.5,16000.0,377.02,60,609,0.2275,4
10649,25,55,15.75,4300.0,153.17,36,580,0.3765,5
15064,24,1437,14.75,3000.0,109.44,36,0,0.1651,4
2694,13,780,4.0,16930.78,312.17,60,756,0.6846,1
2621,9999,1916,15.75,1500.0,137.36,12,588,0.329,5
18128,43,1437,13.0,500.0,25.0,0,571,0.3732,5
5633,14,780,3.0,23201.76,427.09,60,833,0.458,1
14422,25,1437,10.25,10500.0,235.78,60,647,0.1151,3
13662,40,780,6.75,15000.0,476.0,0,719,0.3782,2
9767,3,780,7.0,11510.0,376.25,36,714,0.4394,2
8411,2,1407,14.75,1500.0,136.91,12,0,0.2519,4
8358,14,585,3.75,26757.81,441.35,72,766,0.1544,1
16531,40,1437,6.75,1000.0,50.0,0,676,0.3447,3
994,25,1437,5.75,8500.0,206.99,48,731,0.2962,1
5269,40,1437,6.75,30000.0,617.0,0,795,0.321,1
7361,13,1437,3.5,45000.0,819.91,60,756,0.4459,1
4755,3,1916,9.75,8246.78,394.97,24,678,0.196,3
16413,40,1437,6.75,3000.0,79.0,0,672,0.4034,3
21264,3,1090,6.0,5500.0,129.23,48,682,0.3068,2
4943,3,55,7.5,36774.44,635.18,72,750,0.3332,1
7843,13,780,3.25,26771.4,591.35,48,805,0.5017,1
17951,8,585,4.5,12160.0,238.7,60,783,0.4136,1
20643,25,585,5.75,9000.0,173.03,60,707,0.2059,1
13557,3,55,11.0,21527.14,435.22,72,666,0.3218,3
14355,3,780,5.75,24000.0,484.82,60,759,0.136,1
20342,3,55,6.0,5000.0,101.69,60,793,0.3826,1
9238,25,780,6.0,8000.0,200.02,48,747,0.0953,1
5987,40,55,4.75,5000.0,148.0,0,717,0.4849,2
13051,2,1176,6.25,4000.0,179.34,24,704,0.2931,2
